day,expiry,bucket,feature,threshold,side,friction,raw_gross,execution_gross,slippage_cost,transaction_costs,net_pnl
2023-09-27,2023-09-28,0,OI_CHANGE_IMB,0.2,CALL,stress,3145.0000000000005,3065.0,80.00000000000051,105.89760618000001,2959.10239382
2023-09-28,2023-09-28,0,OI_CHANGE_IMB,0.2,CALL,stress,-1000.0,-1065.0,65.0,95.00356347,-1160.00356347
2023-10-03,2023-10-05,0,OI_CHANGE_IMB,0.2,CALL,stress,-397.4999999999998,-477.4999999999999,80.00000000000014,101.323500465,-578.8235004649998
2023-10-04,2023-10-05,0,OI_CHANGE_IMB,0.2,CALL,stress,1127.5,1047.4999999999995,80.00000000000026,101.68666419499999,945.8133358049995
2023-10-05,2023-10-05,0,OI_CHANGE_IMB,0.2,PUT,stress,-1057.5,-1120.0,62.5,94.98153614,-1214.9815361400001
2023-10-09,2023-10-12,0,OI_CHANGE_IMB,0.2,CALL,stress,-72.5000000000005,-152.5000000000009,80.00000000000043,106.27287323499999,-258.77287323500093
2023-10-11,2023-10-12,0,OI_CHANGE_IMB,0.2,PUT,stress,-365.0000000000001,-445.00000000000006,79.99999999999994,99.91010444,-544.91010444
2023-10-12,2023-10-12,0,OI_CHANGE_IMB,0.2,CALL,stress,-1810.0,-1889.9999999999998,79.99999999999977,95.41213305000001,-1985.4121330499997
2023-10-17,2023-10-19,0,OI_CHANGE_IMB,0.2,PUT,stress,77.50000000000003,-2.499999999999858,79.99999999999989,100.419843985,-102.91984398499986
2023-10-18,2023-10-19,0,OI_CHANGE_IMB,0.2,PUT,stress,3407.5,3327.5,79.99999999999989,106.417646795,3221.082353205
2023-10-25,2023-10-26,0,OI_CHANGE_IMB,0.2,CALL,stress,-2447.5,-2527.5,80.00000000000006,97.582477495,-2625.082477495
2023-10-27,2023-11-02,0,OI_CHANGE_IMB,0.2,PUT,stress,-1049.9999999999995,-1130.0,80.00000000000023,105.26662752,-1235.26662752
2023-11-03,2023-11-09,0,OI_CHANGE_IMB,0.2,PUT,stress,769.9999999999995,689.999999999999,80.00000000000051,105.06642041,584.933579589999
2023-11-06,2023-11-09,0,OI_CHANGE_IMB,0.2,PUT,stress,-957.4999999999998,-1037.5,80.00000000000017,100.150252485,-1137.650252485
2023-11-07,2023-11-09,0,OI_CHANGE_IMB,0.2,PUT,stress,-472.4999999999999,-552.4999999999998,79.99999999999991,99.074834545,-651.5748345449998
2023-11-08,2023-11-09,0,OI_CHANGE_IMB,0.2,CALL,stress,-465.0,-544.9999999999999,79.99999999999991,98.41617907,-643.4161790699999
2023-11-13,2023-11-16,0,OI_CHANGE_IMB,0.2,CALL,stress,22.499999999999773,-57.500000000000824,80.0000000000006,101.731697945,-159.2316979450008
2023-11-15,2023-11-16,0,OI_CHANGE_IMB,0.2,PUT,stress,-1117.5000000000002,-1197.5,79.99999999999977,98.56215973500001,-1296.062159735
2023-11-17,2023-11-23,0,OI_CHANGE_IMB,0.2,PUT,stress,9.999999999999787,-70.00000000000064,80.00000000000043,104.45614157,-174.45614157000063
2023-11-20,2023-11-23,0,OI_CHANGE_IMB,0.2,CALL,stress,-750.0000000000002,-830.0000000000006,80.0000000000004,103.04181582,-933.0418158200006
2023-11-21,2023-11-23,0,OI_CHANGE_IMB,0.2,PUT,stress,-347.5000000000001,-427.50000000000034,80.00000000000026,101.264092405,-528.7640924050004
2023-11-22,2023-11-23,0,OI_CHANGE_IMB,0.2,PUT,stress,-1165.0,-1244.9999999999998,79.99999999999977,97.79781887000001,-1342.79781887
2023-11-23,2023-11-23,0,OI_CHANGE_IMB,0.2,PUT,stress,1447.4999999999998,1367.5,79.99999999999977,98.490894125,1269.009105875
2023-11-29,2023-11-30,0,OI_CHANGE_IMB,0.2,PUT,stress,-1525.0,-1605.0000000000002,80.00000000000028,96.97254507,-1701.9725450700003
2023-11-30,2023-11-30,0,OI_CHANGE_IMB,0.2,PUT,stress,-1327.5,-1407.5,80.0,95.31383714500001,-1502.813837145
2023-12-04,2023-12-07,0,OI_CHANGE_IMB,0.2,PUT,stress,-982.5000000000002,-1062.5000000000005,80.00000000000011,101.746221305,-1164.2462213050005
